        	        	        	        	        	        	EARNINGS	        	        	        	        	
    2.09	    3.86	    9.24	    9.24	    7.33	    4.22	    3.91	  -14.93	  -13.19	  -14.66	  -11.15	
   -4.38	    0.15	   -5.22	   -3.73	   -1.94	   -0.55	   -0.40	   -1.29	   -7.26	  -10.09	   -5.92	
   -1.25	   13.17	   13.48	   13.79	   17.24	   23.51	   23.51	   32.60	   33.86	   37.93	   39.81	
    3.08	   -5.95	   -5.73	   -5.29	    0.88	    0.88	   -8.81	  -14.32	  -12.78	  -11.45	   -7.93	
    2.94	    3.68	    6.62	   21.32	   16.91	   15.81	   15.07	   16.91	   19.49	   19.12	   17.28	
    0.00	    7.22	    7.22	   12.37	   13.40	   13.40	    4.12	   16.49	   11.34	   19.59	   14.43	
   -3.54	   -3.54	   -6.19	   -1.06	    0.00	   -1.77	    0.88	    5.31	    6.19	    6.19	   16.81	
   -5.71	    0.00	    2.86	    2.14	    4.29	   -2.14	    0.71	   -2.86	   -6.43	   -2.86	   -9.29	
   -9.80	   -6.17	   -3.37	    1.07	    4.85	   10.40	    2.72	   -4.22	   -6.34	   -2.53	   -2.41	
    4.28	    6.43	    5.86	    9.02	   13.60	   15.03	   16.23	   17.25	   18.53	   17.59	   18.60	
   -1.07	    0.63	    2.99	    3.15	    8.98	   11.41	   21.53	   26.83	   31.34	   29.22	   27.11	
    0.25	   -2.97	   -3.31	   -3.05	   -5.43	   -7.13	   -7.51	   -8.70	   -8.55	   -8.99	   -9.12	
   -1.38	   -1.12	   -0.86	   -5.21	   -4.83	   -5.47	   -2.81	   -2.23	  -15.98	  -16.90	  -12.27	
    1.56	   -2.12	   -4.38	   -4.17	   -8.28	   -4.68	    0.03	   12.98	   14.46	    8.92	    7.74	
   -0.27	   -7.36	   -3.00	   -6.91	  -11.59	   -7.90	   -3.58	   -0.69	   -3.47	   -5.68	   -5.84	
    1.95	    5.63	    1.95	    5.18	    5.11	    3.09	    1.12	   -1.35	   -2.85	   -6.87	   -7.53	
    2.49	   -3.48	   -2.99	  -13.43	  -11.44	  -16.42	  -15.42	  -22.39	  -21.39	  -20.90	  -24.38	
    7.27	   16.36	    3.64	    7.27	   18.18	    1.82	   -5.45	  -21.82	  -21.82	  -25.45	  -21.82	
   -4.40	    1.26	    0.63	   -2.52	    1.89	  -16.98	  -23.90	  -30.19	  -25.79	  -35.22	  -50.94	
   11.11	   28.50	   14.01	   18.84	   24.15	   59.90	    9.66	  -16.91	  -15.46	  -18.36	  -11.59	
   20.67	   38.00	   33.33	   17.33	   27.33	   38.00	   53.33	   77.33	   57.33	   64.00	   71.33	
    2.80	  -12.15	  -13.55	   -7.94	   -5.61	    2.80	   -1.87	    1.87	  -12.15	  -17.29	  -14.49	
    2.16	    6.20	    1.62	  -26.68	  -28.84	  -32.61	  -34.23	  -54.99	  -58.22	  -59.84	  -57.68	
   -4.12	    3.20	    5.49	    5.26	    0.00	   -2.52	   -2.75	  -12.36	  -13.04	  -12.59	  -14.19	
    1.33	    7.47	    6.40	    5.87	    1.33	    8.53	    5.33	    6.67	    8.53	    6.13	    0.80	
    0.37	   -3.74	   -5.08	   -5.42	   -1.06	   -1.29	   -1.74	   -1.29	   -3.83	   -5.73	   -5.25	
   -2.20	   -1.68	    0.67	   -0.32	   -0.38	    1.16	    1.69	    4.00	    2.42	    0.84	   -1.29	
   -2.57	   -4.50	   -4.01	   -3.57	   -5.00	   -4.31	   -3.07	   -3.15	   -3.72	   -4.76	   -4.97	
   -1.89	   -5.49	   -4.93	   -4.32	   -3.04	   -1.64	    0.23	   -5.53	   -6.47	   -4.93	   -2.01	
    5.06	    4.59	    2.68	    3.69	    5.46	    7.78	    8.67	   17.34	   17.52	   20.55	   22.00	
   -1.22	   -0.62	   -0.43	    2.70	    1.54	    3.60	    7.32	    5.18	    6.15	    3.63	    5.35	
   11.14	    8.43	    9.34	   11.45	   30.42	   14.46	   12.35	   14.16	    8.43	    6.63	   18.98	
   -1.84	   -0.26	   -5.26	   -6.84	    3.95	    5.79	    4.21	   -9.21	    3.42	    3.42	    3.42	
   -1.64	   -3.70	   -5.71	   -5.45	   -3.48	   -3.30	   -3.56	   -4.94	   -3.37	   -5.75	   -8.97	
    3.63	   11.07	    2.91	    2.52	    2.14	   -2.61	   -1.71	    9.53	    9.40	    8.97	    7.91	
    0.08	   -1.27	   -0.87	   -0.67	    0.24	    2.77	    1.98	   -0.55	    0.83	    2.57	   -0.24	
    0.13	   -1.83	    0.16	   -1.49	   -0.42	    0.13	   -1.10	    1.85	    3.32	    3.79	    4.26	
    0.46	    0.91	    1.90	    1.34	    1.69	    1.97	  -14.66	  -13.85	  -12.87	  -11.32	   -7.68	
   -1.77	   -1.41	   -2.79	   -2.59	    2.34	   -2.31	   10.05	    5.18	    6.14	    1.24	    0.45	
   -0.55	   -0.20	    0.07	  -16.25	  -15.46	  -14.49	  -12.97	   -9.40	   -8.39	   -8.66	   -8.48	
    4.01	   -1.84	   -3.34	   -1.67	   -2.01	    0.33	    3.01	    4.85	    2.51	    0.17	   -3.85	
    0.17	   -2.01	   -1.01	   -1.17	   -1.85	    0.17	    4.70	    2.68	   -2.68	   -2.35	   -0.67	
   -0.17	    4.62	    3.42	    2.40	   -1.54	   -2.74	   -2.57	   -8.39	   -9.76	   -9.42	  -10.45	
    2.46	    5.63	    7.39	    5.28	    5.11	    0.70	    0.70	   -0.53	   -4.93	   -7.75	   -5.99	
   -5.24	   -3.71	   -2.84	   -2.40	   -4.15	   -3.28	   -3.28	    0.22	   -2.18	   -4.15	   -9.39	
   -2.06	   12.08	    2.31	    1.29	    2.83	    3.60	    3.60	    2.06	    3.08	    2.83	   -2.57	
   13.39	   16.96	    7.14	    2.68	    8.04	   11.61	   -0.89	  -22.32	  -30.36	  -30.36	  -30.36	
   -3.66	   -3.66	    3.66	    2.44	    8.54	    6.10	    4.88	   18.29	   19.51	   17.07	    4.88	
   10.98	    7.32	    4.88	    9.76	    6.10	    7.32	    8.54	   13.41	   31.71	   28.05	   26.83	
    0.28	    0.07	    2.45	    0.77	    4.28	    5.05	    5.19	    7.78	   17.60	   23.21	   20.48	
   -2.24	   -3.57	   -3.29	   -5.18	   -6.30	   -7.77	   -6.51	   -0.77	   -1.26	    0.77	    1.47	
   -0.79	   -0.59	    4.09	    6.48	    4.13	    1.51	    5.37	    3.31	    2.65	    4.94	    1.77	
   -1.72	    4.29	    6.73	    6.27	    8.15	    9.88	    9.36	   12.83	   12.15	   13.13	   14.91	
   -2.36	   -1.47	   -1.22	   -3.24	   -4.27	   -6.54	   -9.12	   -8.82	   -8.54	   -8.32	  -10.26	
    5.78	    4.32	    7.30	    9.71	    8.73	   11.42	    4.10	    6.15	   10.36	    7.97	    8.81	
    0.75	   -2.17	   -0.79	   -1.79	    0.46	   -2.84	   -6.62	  -21.57	  -22.21	  -22.09	  -23.67	
    0.31	    5.15	    6.09	    1.84	   -0.10	   -0.83	   -5.05	   -2.63	   -5.78	   -3.05	   -0.53	
    0.75	    1.45	    6.21	    8.92	   10.27	    7.82	    5.36	    7.72	    7.01	    5.81	    7.82	
    0.98	   -5.08	   -8.25	   -8.07	   -9.88	  -10.40	  -12.45	  -11.89	  -10.30	   -9.74	   -8.07	
    0.16	    0.10	   -1.15	    0.63	    2.14	    2.71	    7.30	    5.58	    0.89	    3.70	    5.74	
   -1.42	    0.57	   -0.40	   -0.63	   -0.65	   -2.90	    4.81	    9.77	   13.11	   13.72	   12.27	
    1.82	    0.96	    2.99	    2.32	    3.44	    3.36	    1.13	    1.78	    3.57	    0.18	    2.90	
   -1.02	   -2.43	   -1.51	   -1.29	    2.07	    2.45	    5.97	    9.42	    8.26	    9.21	    8.72	
   18.95	   13.92	   17.02	   18.25	   15.83	   16.20	   20.28	   24.66	   29.42	   31.88	   28.93	
   -0.53	    0.84	   -0.79	   -0.91	   -1.44	   -2.54	    0.62	   -1.87	    2.56	   13.92	   13.97	
    1.31	    2.29	    6.04	    0.99	    7.97	    8.46	    3.88	    8.85	    8.03	    5.62	    1.04	
   -1.39	    0.19	    0.06	   -1.64	   -0.31	   14.12	   27.74	   28.10	   26.77	   25.24	   25.69	
   -1.55	   -1.02	   -2.21	   -6.54	   -4.88	   -4.83	  -11.68	  -13.49	  -16.18	  -15.44	  -15.90	
    4.61	    3.34	    1.13	   15.82	   26.63	   32.50	   31.44	   29.31	   29.25	   28.78	   28.71	
    2.65	    3.66	    3.22	    5.24	    4.35	    6.26	   12.62	   11.61	    8.25	    8.47	    8.18	
    0.00	   -3.18	   -3.86	   13.41	   15.91	   10.45	   11.59	    7.27	    4.09	   -3.41	    8.86	
    0.17	    6.47	   -3.75	   -3.24	   -4.77	   -1.53	   13.29	   15.67	   20.44	   15.50	   14.14	
    4.12	   -0.15	   -1.33	   -4.57	   -4.27	   -7.22	   -9.13	  -11.49	  -19.73	  -22.53	  -31.22	
    5.58	    5.97	    7.21	   12.88	   25.59	   26.49	   25.98	   44.57	   53.28	   52.08	   52.43	
    6.36	    6.64	    7.79	    6.60	   -3.30	   -3.06	   -6.11	   -5.06	    0.24	    0.61	    1.79	
   -0.90	   -2.43	    1.27	   -8.77	   -6.94	   -9.37	   -7.39	  -17.95	  -14.33	  -15.82	   -9.59	
    2.86	   -1.90	   -4.29	   -6.19	   -8.57	   -5.71	    8.57	  -14.76	   -9.52	  -14.76	  -17.62	
    3.02	  -11.06	   -8.04	  -10.05	  -14.07	  -24.12	  -24.62	  -34.67	  -39.70	  -46.23	  -52.26	
   13.51	    8.11	    2.70	   -0.90	    4.50	    5.41	    1.80	  -16.22	   -5.41	    7.21	    4.50	
    1.20	    0.20	    0.00	    1.00	    0.20	    0.80	    0.80	    2.00	    0.80	    1.40	    0.84	
   -0.19	   -0.19	   -1.53	   -2.29	   -4.58	   -6.11	   -4.58	   -4.20	   -4.01	   -4.58	   -4.58	
   -4.03	   -6.22	   -1.01	   -6.72	   -1.18	    4.03	   -4.20	    3.87	   -1.34	   -3.53	   -3.19	
    1.77	    8.66	    8.13	    8.48	   10.95	   -1.06	    0.71	   -1.24	    4.06	   -0.18	    3.89	
   -0.98	    3.43	    5.69	    2.56	    3.64	    3.62	    6.09	    8.04	    4.50	    4.75	    4.03	
   -2.27	   -6.02	   -7.73	   -9.14	   -6.37	   -4.52	  -10.32	   -8.13	   -9.32	   -7.97	   -6.31	
    1.48	    3.32	    1.97	    2.86	    2.21	    5.62	    7.71	   12.18	   11.56	   14.08	   15.28	
    1.63	   -0.27	   -0.27	   -3.27	   -3.54	   -4.09	   -6.81	  -10.35	  -12.26	  -10.08	  -10.35	
    4.23	    5.86	    7.17	    6.51	    6.51	   13.68	   14.33	    6.51	   10.42	    8.14	   12.38	
   -2.18	    0.54	   -1.91	    1.09	    8.99	    5.72	    3.54	    4.09	    3.27	    0.00	    3.00	
   -2.11	   -2.52	    2.04	   -0.31	    2.88	   12.40	   10.11	   13.81	    5.92	    3.48	    4.33	
   -5.41	   -5.94	   -6.73	   -8.22	   -4.71	   -9.45	  -28.25	  -29.67	  -32.66	  -34.09	  -38.51	
   -1.08	   -3.48	   -1.86	   -6.64	   -6.17	   -8.64	   -8.62	  -10.26	  -12.53	  -11.73	  -13.09	
   -1.25	    4.37	   -1.88	    6.88	    8.75	   16.87	    8.13	   10.00	    5.00	    5.62	    6.25	
    0.96	    4.81	    2.88	   -5.77	   -8.65	   -5.77	   -4.81	  -11.06	  -12.98	  -13.46	  -13.46	
   -2.17	   -0.54	  -16.30	  -15.76	  -17.39	  -14.13	  -15.22	   -3.80	   -1.09	   -4.35	   -2.17	
   -0.71	    1.71	    0.36	    0.21	    0.50	    0.78	   -2.91	   -8.32	   -5.26	   -7.96	   -6.97	
    0.21	    0.00	    0.76	    0.69	    2.08	    3.82	    4.17	    2.50	    4.10	   -1.53	   -0.28	
    3.28	   -2.94	   -1.71	   -2.94	   -1.44	   -1.09	   -1.85	   -2.67	   -3.35	   -3.42	   -3.01	
   -0.96	    0.11	   -1.15	    0.31	   -1.22	   -2.25	    4.70	   11.46	    8.98	    3.71	    0.50	
    0.00	    0.00	    1.89	    7.17	    7.40	    6.34	    5.66	    5.62	    4.00	    3.74	   -2.23	
    0.00	    7.72	    9.93	    2.91	    2.91	    5.26	    2.95	    7.37	   10.53	   12.28	   12.63	
    2.48	    1.37	    3.70	    1.85	    1.85	    2.59	    3.07	    4.07	    3.70	    5.56	    5.44	
   -2.00	   -3.20	  -16.00	  -10.00	  -19.60	  -30.40	  -34.40	  -36.80	  -40.40	  -42.00	  -52.80	
    0.00	   -2.91	    2.91	    8.14	   -1.16	  -13.95	  -16.28	  -19.77	  -19.19	  -19.19	  -20.00	
    7.06	   -3.53	   -8.82	   -9.41	   -6.35	   -8.82	    3.53	    3.53	   -3.53	   -4.71	    3.53	
   -6.82	   -7.95	    0.00	   -9.66	   -8.52	    1.70	   12.50	   15.23	   17.05	   13.64	   13.64	
    0.21	   -6.54	   -6.26	    2.96	   -6.54	    5.49	    5.70	   -6.19	   -7.32	   -8.09	   -9.92	
   -9.21	   -6.34	   -9.97	  -15.30	  -12.00	   -5.58	   -9.64	  -30.85	  -30.94	  -20.20	  -19.61	
   -3.38	    7.34	    7.43	   17.57	   18.44	   23.65	   19.50	   16.60	   13.71	   11.58	   29.25	
   -3.60	   -4.13	   -8.49	   -6.03	   -5.63	   -5.86	   -3.95	   -5.43	   -6.57	   -7.18	   -7.62	
    0.63	   -0.92	   -1.08	   -2.51	   -3.07	   -1.32	   -1.08	    0.45	    1.58	    0.34	   -3.00	
   -0.98	   -0.13	    1.01	   -0.06	    0.46	    1.66	    1.97	    2.82	    3.51	    4.10	    5.93	
   -0.13	    0.57	    0.48	    0.66	    0.18	   -0.34	   -0.08	    4.34	    4.86	    4.93	    5.49	
   -0.09	    0.58	   -0.06	   -0.09	    0.30	    0.60	    1.47	    3.50	    3.22	    2.77	    2.86	
   -2.33	   -1.99	   -1.00	   -3.99	   -4.65	   -2.66	   -3.65	   -4.32	   -4.98	   -2.99	    1.99	
   -0.33	    0.33	   -2.00	   -1.67	   -0.67	   -3.67	   -4.33	   -2.33	   -3.33	   -4.00	   -4.67	
    0.33	    3.33	    2.67	   -1.67	   -3.33	   -0.67	   -0.67	    0.67	   -0.67	   -1.67	    1.00	
    0.18	    1.69	    2.53	    3.78	    6.20	    5.00	    4.46	    3.58	    7.36	    7.38	    9.84	
    3.99	    4.95	    3.42	   10.07	    5.68	    8.25	   10.47	    5.28	    5.50	    8.54	    8.37	
    0.58	   -1.05	   -0.86	    0.35	    0.81	    0.13	   -6.48	   -4.54	   -5.26	   -2.73	   -4.56	
    0.68	   -5.45	    2.95	    0.00	   -1.14	    1.14	    5.00	    4.32	    3.86	    0.68	   -2.05	
  -10.69	  -12.47	  -13.36	  -13.14	   -7.57	  -10.91	  -10.02	  -14.03	  -18.71	  -19.60	  -18.49	
    3.03	    1.01	    6.57	   10.61	    9.09	   12.12	   10.61	   14.65	   11.62	   11.11	   11.11	
    0.09	    0.45	    1.79	   -1.34	   -1.34	   -3.13	   -3.57	   -6.70	   -6.70	  -11.16	   -8.04	
   -0.39	    0.52	   -2.98	   -1.43	   -2.33	   -2.20	   -6.61	  -15.05	  -12.19	   -9.21	   -8.95	
   -3.62	   -8.95	  -14.38	  -14.04	  -15.06	  -15.06	  -12.68	  -10.87	   -8.49	  -15.18	  -12.68	
   -9.76	   -8.81	   -9.35	   -9.89	   -6.10	   -6.64	   -7.86	  -10.57	  -12.60	  -15.58	  -13.69	
    1.92	    1.22	    0.58	    9.49	   27.58	   33.48	   36.37	   42.27	   43.30	   53.62	   38.36	
   -2.68	   -2.51	   -3.08	   -1.78	   -2.35	   13.54	   17.11	   25.71	   26.93	   27.17	   37.15	
    0.52	   -0.99	   -0.99	   -0.61	    2.89	    3.06	    2.71	    0.15	    0.76	   -1.50	   -1.50	
   -1.78	   -5.03	   -4.62	   -3.80	   -4.24	   -4.36	   -6.93	    1.80	    2.01	    2.18	    5.76	
   -4.74	   -5.12	   -2.93	   -1.61	   -3.06	   -2.07	   -8.32	   -5.42	   -4.40	   -7.94	   -8.56	
    3.86	   14.01	    7.00	   -0.97	  -12.56	  -12.32	  -17.87	  -23.91	  -21.50	  -20.05	  -28.02	
    7.49	   16.61	   28.66	   20.85	   18.24	   21.82	   28.01	   33.22	   38.11	   38.44	   36.16	
  -10.56	   -0.29	  -10.26	   -8.50	  -10.56	   -9.38	   -4.11	    7.33	   12.02	    7.33	    9.97	
   -1.44	    2.40	    5.77	    6.73	    7.21	    7.21	    4.33	    6.25	   11.54	   18.75	   18.75	
    4.07	   -3.66	   -6.10	   -4.47	   -5.69	   -6.91	  -10.98	  -14.63	  -12.60	  -13.82	  -15.04	
   -3.88	   -2.49	   -9.09	   -2.84	   -0.23	   -4.00	   -0.93	   -1.85	   -3.94	   -3.71	   -8.86	
    2.65	    5.49	    1.17	    2.10	    3.02	    4.01	    3.02	    4.32	    3.45	    2.10	   -0.25	
   23.08	   26.37	   26.92	   33.52	   24.18	   50.55	   55.49	   70.88	  115.93	   72.53	   82.42	
   -4.46	    3.18	   14.65	   13.38	   11.46	   13.38	   15.29	   15.92	   42.68	   46.50	   47.13	
   -4.13	   -6.78	   -3.39	   -5.69	   -5.90	   -6.18	   -4.38	   -7.46	   -9.89	  -12.51	   -9.93	
   -0.81	   -0.26	    4.79	   10.61	    5.67	    1.47	    4.75	    4.38	    6.26	    3.17	    2.17	
    1.55	    2.26	   -2.15	   -9.38	   -6.49	   -4.02	   -6.52	   -6.73	   -7.37	   -6.10	  -11.28	
    5.17	    3.07	    2.63	    6.05	    3.68	    3.07	    2.80	    5.78	    7.71	    2.37	   -2.45	
   -0.16	    4.35	   -4.74	    0.08	   -4.66	   -6.80	   -0.40	   -1.98	   -2.69	   -3.56	   -8.38	
    3.59	    4.56	    6.08	    8.84	    7.87	    8.29	   10.64	  -15.19	  -17.54	  -18.09	  -20.03	
   -0.61	   -3.05	   -2.75	    0.46	    1.37	    3.66	    6.11	   14.20	    7.48	    9.92	   11.45	
   -1.39	   -4.42	    0.63	    1.39	    4.05	    5.94	    3.16	  -15.30	  -15.42	  -17.19	  -17.70	
  -13.49	  -20.93	  -23.26	  -20.93	  -25.58	   -4.65	  -13.95	  -25.58	  -25.58	  -27.91	  -27.91	
    2.70	    5.41	    2.70	    8.11	    9.19	   10.81	   13.51	    2.70	   -8.11	   -8.11	  -10.81	
   -0.16	    0.48	   -0.16	    2.09	    2.09	    0.64	    5.14	    8.35	    7.54	    5.62	    7.87	
    8.99	   10.09	    1.10	   -3.47	   -5.05	   -3.79	   -1.10	   -2.52	   -0.32	    0.47	    0.95	
    3.80	    3.21	    5.11	    1.90	    0.73	   -1.75	   -1.46	    1.61	    3.50	    2.77	    0.58	
    0.40	   -1.86	    1.16	   -1.06	    2.71	    4.47	   -2.31	   -3.37	  -15.18	  -22.37	  -23.28	
    0.37	    6.81	    5.36	    2.31	    5.21	    3.24	    3.57	    3.27	    2.57	    2.86	   -6.29	
    3.26	   -2.78	   -3.57	    0.40	   -5.52	  -10.88	  -12.94	  -17.86	  -15.68	  -12.35	  -16.67	
    0.99	   -1.89	   -2.07	   -2.34	    0.54	   -0.63	   -8.29	  -11.71	  -12.61	  -12.52	  -18.56	
    4.24	   -6.00	    0.72	   -0.10	   -0.21	   -5.79	   -8.48	   -5.69	  -12.00	   -6.41	   -6.00	
    3.75	    6.67	    4.50	    7.90	   10.28	   12.86	   13.40	   16.61	   17.53	   14.98	   13.43	
   -0.57	    2.28	   -3.68	   -0.43	   -1.28	   -5.17	   -1.17	   -0.49	    2.54	   -0.43	   -4.68	
    1.59	   -5.83	   -2.08	   -2.78	   -3.45	   -4.95	   -3.98	   -3.23	   -3.14	   -7.20	   -8.84	
   -0.79	   -3.31	    3.11	    6.91	    3.70	    2.22	    1.33	   -0.59	   -4.79	   -3.11	   -2.37	
   -5.44	   -6.80	   -4.76	   -6.80	   -3.40	  -10.88	   -8.16	   -9.52	   -8.84	  -11.56	  -11.56	
    2.24	   -2.24	   -2.99	   -2.99	   -6.72	   -6.72	   -6.72	   -2.24	   -2.99	   -2.99	   -2.99	
   -7.89	   -6.14	    1.75	    6.14	    0.88	    3.51	   -0.88	  -14.04	  -16.14	    0.88	   -1.75	
    1.32	    2.81	    8.19	    7.61	   12.74	   11.41	   14.06	   20.84	   16.05	   10.59	   13.48	
    2.62	    3.44	    1.72	    0.07	    3.07	   -3.14	   -5.16	  -14.29	  -13.39	  -11.59	  -13.54	
    0.59	    2.97	    2.80	    6.71	   12.15	   13.51	    7.39	    6.97	    3.23	    2.55	    3.14	
   -3.06	   -0.90	   -4.32	   -4.14	   -1.62	    1.44	    2.52	   -6.29	   -1.62	    0.72	    0.72	
   -2.49	    5.43	   16.97	   11.09	   16.74	   11.54	   13.80	   12.90	   16.52	   19.23	   18.33	
   -2.35	    0.36	   -1.44	   -5.60	   -6.68	   -7.22	   -5.78	   -9.75	  -12.27	  -15.34	  -17.33	
    3.16	    2.50	   -0.29	    2.94	    1.18	    2.28	    2.94	    2.94	    3.31	    2.94	    0.74	
    2.50	   -0.88	    2.79	    3.08	    3.38	    3.52	    2.79	    3.16	    3.52	    1.62	   -0.51	
    7.87	    8.66	    9.37	   10.39	   11.18	   11.81	   11.42	   11.18	   11.02	   11.02	    7.56	
   -7.04	   -2.79	   -3.64	   -1.46	  -12.01	  -18.81	  -21.48	   -7.28	   -9.22	   -7.65	   -6.31	
    5.55	    6.53	    2.83	    0.65	   -6.96	   -6.96	   -9.68	  -10.34	  -16.65	  -12.84	  -13.60	
    1.45	   -0.97	   -3.38	   -4.35	   -1.45	   -2.90	    2.42	    1.93	    1.45	   -2.42	   -1.45	
    2.86	   -3.81	   -3.33	    0.95	   -3.81	   -4.29	   -5.24	   -5.71	   -9.52	   -8.57	   -4.76	
   11.05	    9.30	    8.72	    7.56	    6.40	   14.53	    6.40	   12.79	   12.21	   12.79	   20.35	
    1.99	   -2.26	   -1.10	    0.07	   -1.71	   -2.54	    1.03	   -0.48	   -1.37	   -4.04	   -3.70	
   -0.90	    0.97	    2.97	   -0.21	   -1.73	   -0.76	    2.01	    3.46	    3.18	    1.87	    0.21	
   -3.68	  -11.58	  -17.89	  -12.11	   -5.79	   -6.32	   -7.89	   -9.47	  -15.26	  -23.68	  -23.68	
    9.04	    1.81	    0.60	   -7.83	    1.81	   -0.60	   -1.20	    0.60	   20.48	   18.07	   49.40	
   -3.52	   -6.34	   38.03	   12.68	   17.61	   13.38	   12.68	   19.72	   14.79	   13.38	   34.51	
  -11.30	  -22.18	  -16.32	  -25.52	  -30.13	  -21.76	  -12.55	  -33.05	  -30.13	  -29.71	  -24.69	
  -12.26	   -5.66	  -16.04	  -21.23	  -11.79	   -1.42	  -24.53	  -21.23	  -20.75	  -15.09	  -18.87	
   -1.07	    0.71	    1.51	    2.05	    4.18	    3.91	   -2.22	   -3.38	   -3.56	  -10.23	   -8.45	
    1.91	    3.73	    6.12	    8.33	   12.15	    8.71	    7.75	    9.38	   10.33	    5.65	    5.55	
   -1.34	   -0.45	    4.21	    4.48	    2.24	    2.06	   -0.18	   -6.45	   -4.66	   -2.95	   -0.72	
    4.43	    3.37	    3.55	    5.85	    3.19	    4.79	    3.55	    5.14	    6.74	   10.46	   10.28	
   -2.54	    0.00	   -4.89	   -5.43	   -7.79	  -11.78	   -9.06	    0.72	   -2.36	   -5.43	   -6.52	
    0.39	   -2.33	   -3.10	   -4.65	   -6.20	   -9.69	   -9.30	    8.53	    9.30	   10.08	    5.43	
    3.57	    3.97	    3.57	    1.19	    1.59	    0.40	   -0.40	    2.38	    5.56	    2.78	    3.17	
    0.00	   -1.40	   -0.35	    3.51	   -0.35	   -0.35	    2.46	  -12.63	  -11.58	   -8.42	   -8.07	
   -2.35	   -3.76	   -1.12	   -2.61	   -1.45	   -0.74	    5.36	    6.66	    1.68	   -5.03	   -4.50	
   -3.05	   -7.48	   -9.97	   -4.76	   -3.91	   -1.82	  -16.03	  -24.89	  -27.42	  -27.79	  -28.35	
    0.55	   -0.08	    0.08	    3.61	    7.80	    6.90	   -0.90	   -5.25	   -6.66	   -1.84	    0.20	
    2.27	    5.50	    7.17	   -1.95	   -4.58	   -5.94	  -21.55	  -12.27	   -2.75	   -4.10	   -2.99	
    5.22	    8.72	   11.85	    0.83	    4.76	   13.15	   26.42	   24.17	   17.57	   21.29	   21.41	
    4.39	    2.84	    6.38	  -10.30	  -14.56	  -14.82	   -1.25	   11.20	    6.51	    8.96	   10.08	
    1.35	   -2.70	   -3.78	   -1.35	   -4.05	   -4.05	  -12.16	   -9.46	  -12.16	  -10.81	   -8.11	
    2.56	    2.05	   -2.56	   -1.28	    1.28	   -2.56	   -8.97	   -3.85	   -2.56	   -2.56	   -6.41	
   -2.06	   -4.64	    0.52	   -2.06	   -3.35	   -2.06	    1.80	   -4.64	   -0.77	   -0.77	   -2.06	
   -5.34	    1.38	    5.96	   11.78	    5.27	    9.85	    8.41	    3.69	    7.23	   10.23	    4.17	
   -1.37	   -7.30	   -5.28	   -0.36	    1.45	    5.04	    6.78	   16.86	   15.45	    7.87	   12.79	
    2.91	    5.58	    9.15	   11.20	   18.90	   24.65	   18.52	   39.98	   45.56	   40.05	   44.24	
   19.20	   24.40	   26.20	   26.10	   27.00	   22.40	   25.80	   43.00	   38.80	   46.80	   50.60	
    6.56	    4.46	    9.48	    7.53	   11.58	   13.53	   11.30	   23.57	   21.20	   21.76	   16.46	
    4.67	    2.87	    6.46	    6.58	    9.45	   10.53	   13.76	   33.37	   35.89	   39.83	   46.17	
    1.25	   -2.59	    1.50	    4.09	    3.01	    0.58	   -2.67	   -7.68	   -8.85	   -5.93	   -6.09	
    2.08	    3.01	    4.74	   -0.81	    1.04	    1.97	    2.20	  -23.82	  -21.27	  -21.39	  -20.23	
    0.57	    8.07	   15.30	   11.90	   10.76	   15.30	   15.16	   17.99	   18.84	   16.57	   22.66	
    3.61	   -1.07	   -2.67	   -1.07	   -3.88	   -1.34	   -0.13	    0.13	   -0.94	   -5.61	   -5.08	
    0.69	   -1.73	   -4.38	    2.54	    0.23	    0.23	    0.23	    4.27	   -1.15	   -2.42	    0.92	
    6.75	    1.59	    5.16	    2.38	   -3.97	    0.79	    7.94	   14.68	   13.89	   10.71	   11.90	
   -3.52	   -1.41	   -1.76	   -3.87	   -1.41	   -0.35	    0.35	   -7.75	  -10.92	  -14.08	  -13.73	
    0.00	    4.64	    4.29	   10.00	    8.57	    8.57	   11.79	   -3.21	   -7.14	   -8.21	   -6.43	
    0.93	    0.39	    3.71	    6.42	    5.26	    0.81	    0.43	   -3.91	   -5.38	   -6.00	   -5.45	
    0.57	   -2.00	   -3.34	   -4.19	   -6.26	   -3.04	   -3.07	  -13.27	  -19.25	  -19.70	  -16.83	
    2.27	    1.69	    8.34	    6.71	    8.25	    2.76	    1.86	  -13.40	  -13.83	  -12.09	  -22.29	
   -4.60	   -4.60	   -3.31	   -2.73	   -5.04	   -3.88	   -4.60	   -2.88	   -4.46	   -3.17	   -3.31	
   -1.12	    2.65	    2.51	    0.70	    0.14	    2.09	    1.53	    0.00	    2.79	    0.84	    1.39	
   -0.45	    1.35	    5.98	    8.97	   15.55	   19.88	    8.37	    7.17	    6.43	    7.47	   10.91	
   -4.14	   -6.80	   -5.02	   -7.57	   -7.92	   -7.15	   -8.81	   -8.63	   -5.73	   -6.09	   -7.33	
    1.47	   -3.27	   -1.34	   -3.14	   -2.30	   -1.22	    8.58	    7.62	    5.51	    1.60	    6.53	
   11.64	   43.00	   62.61	   66.70	   68.21	   67.78	   46.34	   54.31	   33.84	   36.42	   29.31	
   -9.21	  -10.55	   -7.19	   -5.39	    0.15	  -11.68	    1.95	    4.57	   -4.19	    2.02	    9.21	
